Energy	Counts
9.08075458797204	12535.5018224748
9.4702053609379	14419.1347116556
9.85965613390377	15438.020848551
10.2491069068696	17261.1715237229
10.6385576798355	21590.9452808349
11.0280084528014	35951.4707529865
11.4174592257672	56785.0565571766
11.8069099987331	64964.3541990884
12.196360771699	54052.1319613136
12.5858115446648	40096.2707908299
12.9752623176307	30655.9863875782
13.3647130905966	24741.2542790665
13.7541638635624	22279.2435139395
14.1436146365283	21452.6314003134
14.5330654094942	21022.964122954
14.92251618246	20762.7356681638
15.3119669554259	20690.3785578673
15.7014177283918	20386.9301272908
16.0908685013576	20325.0696959846
16.4803192743235	20809.7623021158
16.8697700472894	21089.8390396386
17.2592208202553	21829.3577924554
17.6486715932211	22623.9663443444
18.038122366187	22739.025501124
18.4275731391529	22948.4906275488
18.8170239121187	22793.3867528208
19.2064746850846	22662.2155153843
19.5959254580505	22524.3701373592
19.9853762310163	22465.1576064211
20.3748270039822	22851.0381554247
20.7642777769481	23659.7445575876
21.1537285499139	25159.6230878023
21.5431793228798	26954.3192006866
21.9326300958457	29405.2186524196
22.3220808688115	33089.0090688981
22.7115316417774	36820.961272944
23.1009824147433	36736.0917650679
23.4904331877091	33860.5914707389
23.879883960675	31852.5410421464
24.2693347336409	32026.2923449835
24.6587855066067	34007.0665374284
25.0482362795726	36687.4424144196
25.4376870525385	40411.3875679959
25.8271378255043	43945.5428850362
26.2165885984702	47329.4982017631
26.6060393714361	53788.9954131731
26.9954901444019	64395.1416441943
27.3849409173678	77004.9270959761
27.7743916903337	87709.2040858284
28.1638424632995	99910.687991755
28.5532932362654	120748.600270666
28.9427440092313	168143.250963382
29.3321947821971	299253.130226754
29.721645555163	641842.088131742
30.1110963281289	1244405.32798537
30.5005471010947	1681090.95129779
30.8899978740606	1390742.86434774
31.2794486470265	659052.941695071
31.6688994199923	187063.927369324
32.0583501929582	52729.1889229686
32.4478009659241	34951.3476551497
32.8372517388899	38503.7536268836
33.2267025118558	51327.0101659235
33.6161532848217	85886.5291440512
34.0056040577875	169557.662378051
34.3950548307534	287137.352646334
34.7845056037193	328001.262971009
35.1739563766852	245273.998428784
35.563407149651	142027.062495424
35.9528579226169	73402.1191045662
36.3423086955828	32387.9163867674
36.7317594685486	15827.4927484459
37.1212102415145	12123.4011337531
37.5106610144804	11723.5159415964
37.9001117874462	11961.6958725188
38.2895625604121	12024.7463908228
38.679013333378	11997.6242205121
39.0684641063438	11843.6346382907
39.4579148793097	11766.4945586039
39.8473656522756	11613.7639746946
40.2368164252414	11524.0366971099
40.6262671982073	11375.7080061713
41.0157179711732	11330.96953745
41.405168744139	11627.0992219675
41.7946195171049	11626.7503043476
42.1840702900708	11856.2233086437
42.5735210630366	12094.135574659
42.9629718360025	12155.4767060874
43.3524226089684	12478.6431729767
43.7418733819342	12544.4750494175
44.1313241549001	12483.2416458513
44.520774927866	12256.5068497449
44.9102257008318	12471.8477347447
45.2996764737977	12502.4921435184
45.6891272467636	12744.561702438
46.0785780197294	12843.935795167
46.4680287926953	12843.0556129133
46.8574795656612	12966.2677912371
47.246930338627	13296.7993652049
47.6363811115929	13848.8054548852
48.0258318845588	14508.5343505628
48.4152826575246	15254.9734725386
48.8047334304905	16250.713021593
49.1941842034564	17620.6281204845
49.5836349764222	18704.663979034
49.9730857493881	18990.7874772104
50.362536522354	18378.0381901461
50.7519872953199	18662.2291235563
51.1414380682857	20838.8972053207
51.5308888412516	24419.8825528402
51.9203396142175	32156.0497030891
52.3097903871833	45097.5574749869
52.6992411601492	57525.2682479147
53.0886919331151	57699.6924781339
53.4781427060809	44834.8435997201
53.8675934790468	32238.167112477
54.2570442520127	26959.6232233222
54.6464950249785	25710.2006732009
55.0359457979444	24181.4609197677
55.4253965709103	23120.0997756485
55.8148473438761	24119.5772522958
56.204298116842	27348.3415238922
56.5937488898079	33213.5282117158
56.9831996627737	43379.3688130568
57.3726504357396	54697.366366839
57.7621012087055	56272.2884284565
58.1515519816713	47328.6833310288
58.5410027546372	39503.8148218264
58.9304535276031	36033.2786855887
59.3199043005689	31088.5288200673
59.7093550735348	24235.5927662045
60.0988058465007	20660.9773137121
60.4882566194665	20454.3912681431
60.8777073924324	21416.5131409392
61.2671581653983	22195.5424832958
61.6566089383641	22072.753431693
62.04605971133	21548.8112232951
62.4355104842959	20801.6166192207
62.8249612572617	20504.8984010869
63.2144120302276	20463.9147781798
63.6038628031935	20495.7840654536
63.9933135761593	20710.2669676227
64.3827643491252	21091.3635178136
64.7722151220911	21798.8003036369
65.1616658950569	22548.3624324552
65.5511166680228	23600.3366931145
65.9405674409887	24944.5261653146
66.3300182139546	26160.7076400235
66.7194689869204	26904.9986587951
67.1089197598863	25899.6832227748
67.4983705328522	24268.487503902
67.887821305818	23360.3625797437
68.2772720787839	23500.4925923049
68.6667228517497	24203.2711699776
69.0561736247156	24341.8830440367
69.4456243976815	24263.2411666765
69.8350751706473	24536.9761266536
70.2245259436132	25444.2532670745
70.6139767165791	26178.7071079509
71.0034274895449	27181.4296897204
71.3928782625108	28410.9158360998
71.7823290354767	29321.7329893945
72.1717798084426	30724.263853618
72.5612305814084	32033.6111324403
72.9506813543743	33147.9743818017
73.3401321273402	35055.3321307474
73.729582900306	36733.7288698103
74.1190336732719	38595.2526408373
74.5084844462378	40996.0685301571
74.8979352192036	43447.6169512235
75.2873859921695	46505.0558748535
75.6768367651354	49867.1845937364
76.0662875381012	54450.2476281184
76.4557383110671	59684.5321739704
76.845189084033	66196.8934363987
77.2346398569988	74123.0951050086
77.6240906299647	83974.3362601201
78.0135414029306	97173.5451720752
78.4029921758964	116507.31447171
78.7924429488623	142129.057066445
79.1818937218282	174832.193934895
79.571344494794	220864.510495707
79.9607952677599	287206.346507814
80.3502460407258	343993.373478746
80.7396968136916	317996.3512309
81.1291475866575	203579.811129735
81.5185983596234	87920.8454518548
81.9080491325892	27982.665739303
82.2974999055551	11340.943524677
82.686950678521	8846.91370478108
83.0764014514869	8693.23347043093
83.4658522244527	8508.48012474544
83.8553029974186	8558.36678258033
84.2447537703844	8648.25161013436
84.6342045433503	8641.40143409678
85.0236553163162	8584.69449994081
85.413106089282	8536.98378382355
85.8025568622479	8625.71527741946
86.1920076352138	8415.96906378113
86.5814584081796	8513.79825033015
86.9709091811455	8433.78054277219
87.3603599541114	8362.81189052175
87.7498107270772	8399.17910078947
88.1392615000431	8378.54994953721
88.528712273009	8296.67907294733
88.9181630459749	8205.58737830984
89.3076138189407	8095.77609915202
89.6970645919066	8064.82856268752
90.0865153648725	8057.83685682437
90.4759661378383	8177.6159450976
90.8654169108042	8141.85490575216
91.2548676837701	8189.85422620048
91.6443184567359	8152.76163915606
92.0337692297018	8258.20833590272
92.4232200026677	8026.76473602226
92.8126707756335	8126.52265480154
93.2021215485994	8214.43749032143
93.5915723215653	8168.80394454168
93.9810230945311	8154.55272580122
94.370473867497	8461.00826939215
94.7599246404629	8580.94706628283
95.1493754134287	8341.52466441239
95.5388261863946	7209.73622427061
95.9282769593605	6174.74488150445
96.3177277323263	5827.72929168618
96.7071785052922	4998.49270660769
97.0966292782581	4252.41741133845
97.4860800512239	2660.56824818223
97.8755308241898	2027.29265607241
98.2649815971557	964.734135509014
98.6544323701216	654.840591775087
99.0438831430874	407.47618726141
99.4333339160533	255.24056046572
99.8227846890191	189.863328865158
100.212235461985	149.950509166287
100.601686234951	116.694644758094

